age_group,gender,activity,bmi,resting_hr,daily_steps,sleep_hours,vo2_max
18–29,Female,Sedentary,32.6,80,2386,6.9,28.9
30–44,Female,Lightly Active,27.2,76,5402,9.7,39.4
18–29,Female,Lightly Active,27.9,67,1335,8.0,36.4
30–44,Female,Sedentary,26.0,66,2445,7.6,29.2
60+,Male,Moderately Active,27.1,66,11066,6.7,50.8
60+,Female,Lightly Active,31.8,73,5153,7.5,33.8
30–44,Male,Very Active,25.3,55,17602,7.4,63.0
30–44,Female,Sedentary,31.9,79,3715,7.7,30.9
18–29,Male,Lightly Active,25.5,71,6932,5.4,34.3
30–44,Female,Very Active,21.9,51,17324,8.3,54.1
18–29,Male,Very Active,22.4,54,16912,8.0,63.6
60+,Male,Lightly Active,23.6,60,7308,7.6,44.3
60+,Male,Sedentary,30.4,86,2455,7.5,39.9
18–29,Male,Lightly Active,15.3,72,5199,8.0,43.3
45–59,Male,Moderately Active,22.8,70,8651,8.2,57.6
30–44,Male,Lightly Active,26.8,80,7494,6.8,44.5
45–59,Female,Sedentary,42.0,57,2316,8.4,28.2
30–44,Male,Lightly Active,26.5,79,6041,8.4,42.4
18–29,Male,Sedentary,29.2,85,2648,7.2,43.4
45–59,Female,Very Active,20.8,53,16574,6.7,54.6
18–29,Female,Sedentary,37.9,80,3489,7.2,36.4
30–44,Male,Very Active,20.8,52,18140,7.4,55.5
18–29,Male,Lightly Active,34.6,74,3798,4.2,46.4
45–59,Male,Very Active,21.0,51,17165,6.6,51.7
45–59,Female,Moderately Active,27.5,69,10369,7.2,41.8
18–29,Female,Sedentary,28.7,61,3128,7.6,29.7
30–44,Female,Sedentary,26.1,74,2719,5.2,42.5
45–59,Female,Sedentary,34.2,94,2349,6.8,30.8
18–29,Female,Moderately Active,28.8,64,12597,5.4,46.0
30–44,Female,Sedentary,28.0,88,2826,7.9,38.3
45–59,Female,Moderately Active,24.4,60,13154,5.8,46.7
30–44,Female,Very Active,21.8,57,15839,8.3,47.6
45–59,Female,Lightly Active,27.4,81,6470,6.6,46.7
30–44,Female,Moderately Active,21.0,64,8945,7.5,40.9
45–59,Male,Very Active,16.3,60,15899,8.1,56.0
18–29,Male,Moderately Active,18.5,69,12505,8.3,57.3
18–29,Male,Sedentary,27.9,86,2888,7.9,42.2
18–29,Male,Lightly Active,22.2,69,6797,8.5,45.4
60+,Female,Lightly Active,26.0,60,8926,4.8,38.4
60+,Female,Lightly Active,24.5,67,4690,6.2,30.8
45–59,Male,Lightly Active,23.7,69,5090,8.1,37.6
18–29,Male,Very Active,21.2,59,17046,8.6,59.3
30–44,Male,Lightly Active,30.4,79,3927,8.3,43.9
45–59,Female,Lightly Active,27.4,65,7264,6.4,34.6
45–59,Female,Sedentary,37.1,58,2358,8.2,35.0
18–29,Male,Very Active,23.0,52,14412,4.4,52.3
60+,Male,Sedentary,19.1,64,3676,7.2,40.1
18–29,Female,Sedentary,23.6,91,1993,4.7,30.3
18–29,Female,Moderately Active,24.9,60,6111,5.7,46.3
60+,Female,Lightly Active,27.5,76,3319,5.7,36.8
30–44,Male,Lightly Active,24.2,65,6922,5.4,49.0
30–44,Male,Moderately Active,22.0,70,12345,6.3,48.3
30–44,Female,Moderately Active,22.6,66,8133,4.6,39.1
60+,Male,Sedentary,28.2,60,3848,6.1,40.2
18–29,Female,Lightly Active,26.3,70,6394,5.1,42.1
45–59,Female,Moderately Active,21.0,67,10571,5.8,38.8
30–44,Male,Lightly Active,27.5,83,7874,5.1,40.7
18–29,Male,Very Active,23.4,51,9729,5.9,53.6
30–44,Female,Sedentary,28.4,78,3508,9.0,39.7
30–44,Female,Lightly Active,23.7,63,3715,8.3,35.2
18–29,Male,Moderately Active,26.6,57,6887,5.5,54.8
30–44,Female,Lightly Active,31.8,68,4274,7.7,37.2
45–59,Male,Sedentary,26.7,69,3448,8.6,37.8
30–44,Female,Lightly Active,24.0,78,7428,6.6,40.9
45–59,Female,Very Active,23.9,52,18913,5.7,49.8
45–59,Male,Lightly Active,21.8,77,6359,8.2,49.4
30–44,Female,Sedentary,22.4,62,2653,5.6,30.1
30–44,Female,Sedentary,25.6,97,3352,7.9,33.9
30–44,Female,Lightly Active,27.7,74,6184,4.2,33.5
30–44,Male,Sedentary,24.4,66,3113,5.3,33.8
18–29,Female,Very Active,22.8,60,15506,8.1,47.7
30–44,Female,Very Active,18.0,59,15565,5.7,49.0
18–29,Male,Very Active,24.3,51,22875,8.0,55.4
30–44,Male,Lightly Active,32.3,73,7753,7.0,39.7
60+,Female,Lightly Active,22.9,72,7115,8.3,36.7
30–44,Female,Lightly Active,28.3,83,5822,7.4,36.7
30–44,Male,Sedentary,27.9,94,2994,7.5,46.1
30–44,Female,Moderately Active,24.8,61,12509,5.6,45.0
45–59,Male,Sedentary,27.7,59,3091,6.3,32.7
30–44,Female,Sedentary,27.4,90,2624,7.2,30.3
30–44,Male,Very Active,20.8,57,9930,8.0,59.3
45–59,Male,Moderately Active,21.0,65,9541,5.9,48.0
18–29,Female,Very Active,25.4,57,18159,7.4,46.9
30–44,Female,Lightly Active,19.8,64,4508,8.0,33.4
30–44,Male,Very Active,22.8,53,20891,7.8,57.2
45–59,Female,Lightly Active,26.2,70,6768,7.6,45.2
60+,Female,Sedentary,28.8,77,4067,5.6,29.3
45–59,Female,Lightly Active,29.2,67,6279,6.0,42.7
30–44,Male,Moderately Active,23.3,57,5507,7.5,51.7
18–29,Male,Lightly Active,29.1,75,5799,7.4,42.7
30–44,Female,Moderately Active,30.9,58,8874,6.9,45.0
45–59,Female,Lightly Active,25.9,78,5098,6.1,31.8
60+,Male,Very Active,17.9,56,17401,7.2,59.7
45–59,Male,Sedentary,28.3,76,2209,7.4,39.3
18–29,Male,Moderately Active,23.7,74,7148,8.3,49.7
45–59,Male,Very Active,23.8,64,13487,5.7,57.1
60+,Female,Moderately Active,18.1,65,12137,8.2,46.7
45–59,Male,Very Active,23.6,57,14755,8.8,53.7
45–59,Female,Moderately Active,23.2,65,8304,8.0,34.0
30–44,Female,Sedentary,33.2,88,2598,8.4,23.3
45–59,Male,Moderately Active,22.8,56,12686,3.7,48.5
30–44,Female,Moderately Active,27.3,61,11348,8.0,52.0
18–29,Male,Sedentary,21.1,66,3346,7.5,38.4
45–59,Male,Lightly Active,26.6,73,7056,8.5,50.8
60+,Male,Sedentary,23.9,65,1596,7.5,37.1
60+,Female,Lightly Active,24.5,83,6160,7.3,41.0
30–44,Male,Very Active,29.3,46,19157,7.8,54.5
18–29,Female,Very Active,20.5,59,7972,4.6,44.5
30–44,Male,Moderately Active,23.3,74,5987,6.8,50.1
45–59,Male,Lightly Active,21.9,78,4720,6.9,45.9
45–59,Female,Lightly Active,25.3,72,5215,6.4,38.9
60+,Female,Sedentary,28.2,81,2943,7.4,37.3
30–44,Female,Lightly Active,23.6,75,4389,7.0,40.2
30–44,Male,Moderately Active,29.5,65,11362,5.6,55.2
45–59,Male,Lightly Active,31.1,73,9681,8.8,50.2
18–29,Male,Lightly Active,22.7,67,5477,6.2,44.9
60+,Female,Sedentary,33.2,70,1783,7.3,25.8
30–44,Female,Very Active,21.6,53,14111,6.2,48.2
18–29,Male,Lightly Active,21.6,60,7149,7.4,47.0
18–29,Female,Lightly Active,23.6,93,6562,7.5,38.5
60+,Female,Lightly Active,21.5,69,7441,7.6,44.9
45–59,Male,Lightly Active,30.3,70,5917,8.5,50.3
45–59,Male,Moderately Active,21.7,63,10979,7.2,52.6
45–59,Female,Moderately Active,28.6,65,15904,6.7,44.1
30–44,Male,Moderately Active,25.0,61,9380,6.5,48.8
45–59,Male,Sedentary,26.9,61,2904,7.3,43.0
60+,Male,Very Active,21.6,51,17196,6.3,56.8
18–29,Female,Moderately Active,30.1,51,15756,5.5,38.5
45–59,Female,Very Active,22.8,59,18617,5.2,54.6
30–44,Female,Sedentary,26.4,64,2997,8.2,25.3
30–44,Male,Very Active,24.8,51,14007,7.2,54.2
30–44,Female,Moderately Active,26.4,65,13224,7.4,41.4
60+,Male,Lightly Active,22.5,72,6208,6.5,41.2
18–29,Female,Sedentary,29.0,83,4133,6.3,29.3
30–44,Female,Lightly Active,19.3,65,5943,7.5,38.7
45–59,Female,Very Active,22.7,65,13532,5.5,48.1
18–29,Male,Lightly Active,27.8,75,4152,8.6,47.0
45–59,Female,Moderately Active,25.9,60,11390,6.9,43.4
60+,Male,Moderately Active,21.3,66,6275,8.1,50.3
18–29,Male,Moderately Active,22.1,67,13017,5.0,52.4
18–29,Female,Lightly Active,27.5,75,4180,5.7,34.1
60+,Male,Very Active,25.8,56,9242,5.8,49.0
18–29,Male,Lightly Active,26.9,73,6268,7.8,47.9
18–29,Female,Very Active,21.5,59,18962,8.0,49.2
60+,Female,Lightly Active,30.4,76,6159,8.2,39.9
60+,Female,Sedentary,29.7,70,3524,6.5,22.3
45–59,Male,Lightly Active,27.2,62,6816,6.8,42.6
30–44,Female,Moderately Active,27.1,61,11765,5.3,42.3
60+,Male,Moderately Active,24.2,64,13729,8.3,50.6
45–59,Female,Sedentary,24.1,57,2349,5.8,37.1
45–59,Male,Sedentary,28.2,58,3037,6.9,37.5
45–59,Male,Moderately Active,28.1,53,5967,6.1,41.6
45–59,Female,Sedentary,38.8,78,4008,4.4,29.2
30–44,Male,Sedentary,22.7,88,2641,7.3,38.6
30–44,Female,Moderately Active,29.7,67,10385,9.2,44.6
30–44,Male,Lightly Active,25.0,60,5853,8.0,46.4
30–44,Male,Sedentary,29.1,61,2370,4.9,35.3
30–44,Male,Lightly Active,33.3,72,7470,7.5,49.0
30–44,Male,Moderately Active,23.2,66,11513,7.9,43.8
45–59,Male,Moderately Active,23.6,61,9046,7.3,60.0
30–44,Male,Sedentary,25.7,68,4301,6.5,39.1
18–29,Male,Lightly Active,26.7,80,7621,6.5,40.2
30–44,Female,Lightly Active,27.7,73,8756,6.8,36.2
18–29,Female,Lightly Active,23.8,74,3539,8.3,34.0
45–59,Male,Sedentary,36.5,60,2412,5.3,36.3
30–44,Male,Lightly Active,23.5,80,7799,6.6,47.9
30–44,Male,Moderately Active,26.1,61,7576,7.2,54.2
45–59,Male,Sedentary,29.1,83,2585,6.3,38.5
18–29,Male,Very Active,25.8,49,12037,5.8,56.2
18–29,Male,Very Active,20.9,53,17040,8.3,52.0
45–59,Female,Lightly Active,28.8,74,5837,7.4,42.2
30–44,Female,Moderately Active,32.2,69,8056,8.2,40.8
45–59,Male,Moderately Active,19.9,65,14098,5.2,53.8
45–59,Male,Sedentary,24.3,60,3443,7.6,40.7
60+,Male,Lightly Active,34.8,68,7300,6.2,42.9
18–29,Male,Very Active,22.5,55,16361,7.6,52.5
45–59,Female,Sedentary,29.6,75,3609,7.4,39.8
45–59,Male,Moderately Active,23.4,59,11516,5.7,52.0
18–29,Male,Moderately Active,29.8,56,6297,7.6,49.8
60+,Male,Sedentary,20.6,87,4492,7.5,44.2
30–44,Female,Lightly Active,31.4,65,9050,6.3,38.7
60+,Male,Very Active,19.3,58,14229,8.4,55.4
45–59,Female,Sedentary,20.9,56,1630,5.3,27.0
30–44,Male,Sedentary,23.3,81,2092,8.6,34.7
18–29,Male,Lightly Active,26.0,76,4848,8.1,48.3
60+,Male,Moderately Active,22.2,68,11061,6.9,47.6
30–44,Female,Moderately Active,22.0,62,9508,7.9,39.1
18–29,Male,Lightly Active,22.8,75,5525,5.6,47.8
18–29,Male,Moderately Active,21.6,64,11793,7.6,48.5
45–59,Male,Very Active,20.6,52,15485,5.7,55.1
18–29,Male,Sedentary,30.2,83,3738,6.5,34.3
30–44,Male,Moderately Active,22.5,68,10316,8.3,45.2
45–59,Female,Lightly Active,15.8,65,8998,5.7,37.9
18–29,Female,Sedentary,28.8,88,4773,7.3,32.5
30–44,Female,Lightly Active,29.5,70,6821,8.5,36.4
18–29,Female,Lightly Active,25.4,71,5990,7.8,44.2
60+,Male,Very Active,19.8,51,15695,7.0,56.8
60+,Female,Lightly Active,29.5,73,8057,7.9,39.3
30–44,Male,Moderately Active,20.1,60,12372,8.4,44.8
30–44,Male,Sedentary,27.3,75,1458,6.5,39.2
30–44,Female,Sedentary,28.9,70,3427,4.7,31.9
60+,Male,Very Active,25.4,56,14565,6.1,54.7
30–44,Male,Very Active,24.2,54,16893,8.2,65.3
30–44,Female,Lightly Active,27.5,77,6464,4.7,37.1
60+,Male,Sedentary,33.8,75,2663,5.1,40.9
18–29,Male,Sedentary,23.0,90,1648,7.1,42.2
30–44,Female,Very Active,26.6,59,10368,5.0,49.3
18–29,Male,Sedentary,15.0,80,2759,8.8,39.8
45–59,Male,Sedentary,36.4,99,2873,7.4,43.1
30–44,Male,Moderately Active,21.8,64,10310,6.3,44.5
60+,Female,Very Active,23.7,61,16844,8.3,56.1
30–44,Female,Sedentary,36.5,88,2326,6.5,34.4
18–29,Female,Moderately Active,26.3,70,7378,4.8,48.9
45–59,Male,Lightly Active,28.0,73,7949,7.5,47.5
45–59,Male,Moderately Active,27.3,65,11685,7.8,42.8
45–59,Male,Sedentary,21.3,64,2422,3.7,36.4
45–59,Female,Very Active,19.6,60,18978,6.8,48.3
18–29,Female,Moderately Active,25.4,72,8245,5.9,37.0
45–59,Female,Very Active,22.3,60,16723,6.2,49.2
18–29,Male,Lightly Active,25.2,69,6828,6.5,40.1
18–29,Female,Very Active,25.8,53,13716,6.5,48.6
60+,Male,Lightly Active,31.1,67,7217,7.2,41.4
45–59,Male,Lightly Active,22.8,73,4527,7.6,44.1
18–29,Male,Sedentary,31.3,78,2965,8.1,44.6
18–29,Female,Moderately Active,19.5,64,10412,5.2,39.9
60+,Female,Lightly Active,20.1,76,4819,5.8,38.7
18–29,Male,Moderately Active,21.6,63,11865,8.2,46.3
18–29,Female,Moderately Active,24.3,64,12944,7.7,45.0
18–29,Male,Moderately Active,22.4,71,10337,8.0,47.3
18–29,Male,Moderately Active,25.9,65,10653,7.4,51.5
30–44,Male,Moderately Active,24.5,61,9856,4.9,42.2
60+,Male,Lightly Active,31.0,73,6340,6.5,39.5
30–44,Female,Moderately Active,26.2,67,9344,6.5,44.9
30–44,Male,Lightly Active,22.3,87,6489,7.7,49.9
45–59,Male,Moderately Active,27.4,73,9896,6.6,53.8
30–44,Male,Moderately Active,21.7,81,14058,8.3,50.8
45–59,Female,Lightly Active,28.1,66,6130,4.4,35.3
45–59,Female,Sedentary,26.4,93,2217,6.1,27.9
45–59,Female,Lightly Active,31.8,72,3865,5.7,37.2
45–59,Male,Very Active,24.6,53,19420,6.5,52.6
45–59,Male,Very Active,21.1,58,20943,8.1,55.0
45–59,Male,Lightly Active,25.0,70,4696,8.2,46.6
45–59,Female,Very Active,30.6,50,18030,7.5,47.5
18–29,Male,Lightly Active,21.5,63,7245,8.1,43.1
45–59,Female,Very Active,21.1,49,15937,6.6,49.0
45–59,Female,Very Active,21.2,56,11976,6.4,51.6
30–44,Female,Lightly Active,21.9,76,7209,8.7,36.5
60+,Female,Very Active,20.3,51,20499,7.0,54.7
30–44,Male,Lightly Active,26.1,75,8561,6.5,48.0
18–29,Male,Lightly Active,28.4,75,7232,7.2,49.8
60+,Male,Moderately Active,19.4,67,12348,6.8,51.4
18–29,Male,Sedentary,26.4,84,1524,6.1,46.1
30–44,Female,Sedentary,24.8,86,3462,8.5,33.6
30–44,Male,Sedentary,22.9,95,3473,5.8,41.9
60+,Female,Moderately Active,27.7,60,9725,7.7,36.4
30–44,Female,Moderately Active,22.1,65,10642,7.4,44.4
45–59,Male,Very Active,19.5,65,14069,8.4,59.3
45–59,Male,Very Active,24.9,57,10485,8.6,58.5
45–59,Male,Very Active,25.8,52,18074,6.9,60.3
60+,Male,Moderately Active,25.3,67,14611,6.2,51.2
45–59,Female,Very Active,20.5,57,12875,3.6,49.5
30–44,Female,Lightly Active,25.4,73,6584,7.7,43.1
60+,Female,Moderately Active,22.4,62,7538,8.5,38.5
30–44,Male,Sedentary,28.7,74,3168,7.2,43.0
18–29,Female,Sedentary,32.7,68,2476,5.5,32.8
18–29,Female,Sedentary,28.9,63,2874,6.9,34.6
45–59,Female,Sedentary,29.0,87,3781,7.8,30.8
18–29,Female,Very Active,21.6,61,16978,6.8,52.3
30–44,Female,Lightly Active,29.2,68,6302,7.5,34.0
30–44,Male,Very Active,23.7,58,12700,6.8,55.3
30–44,Female,Lightly Active,19.1,79,7525,6.1,38.9
18–29,Male,Moderately Active,18.8,70,8028,4.2,46.7
45–59,Male,Lightly Active,25.2,77,8479,5.7,49.2
30–44,Male,Very Active,25.1,50,16366,7.4,61.0
18–29,Male,Sedentary,35.1,85,2170,6.5,37.5
30–44,Male,Moderately Active,26.9,64,7163,5.7,52.7
30–44,Male,Very Active,22.4,53,14837,8.3,54.8
45–59,Female,Moderately Active,29.2,67,9706,6.9,49.0
30–44,Female,Moderately Active,22.2,60,11500,5.1,34.0
18–29,Female,Lightly Active,25.1,69,4958,5.1,41.1
60+,Female,Lightly Active,20.8,78,7679,6.6,41.4
30–44,Male,Sedentary,27.2,64,973,7.3,37.3
18–29,Female,Lightly Active,23.1,69,6622,8.0,39.6
45–59,Female,Sedentary,37.0,77,2420,7.4,30.5
45–59,Male,Moderately Active,28.8,71,10702,5.7,47.4
45–59,Female,Very Active,23.0,56,20215,4.5,53.9
30–44,Female,Moderately Active,26.0,64,12489,8.1,48.9
30–44,Male,Moderately Active,22.6,66,11234,6.5,46.5
30–44,Female,Lightly Active,16.4,76,8492,7.9,42.1
18–29,Male,Sedentary,25.0,60,4095,8.8,43.7
30–44,Female,Moderately Active,26.9,68,13878,8.6,36.9
60+,Female,Lightly Active,28.3,73,5587,7.4,35.4
45–59,Male,Lightly Active,24.9,79,7617,8.0,41.1
30–44,Female,Very Active,24.6,58,18682,5.8,50.3
18–29,Female,Lightly Active,24.6,67,6512,7.3,35.0
45–59,Male,Lightly Active,21.9,52,8049,7.9,45.0
18–29,Female,Sedentary,32.8,75,3028,7.6,36.6
18–29,Female,Moderately Active,22.5,68,7222,6.1,44.9
18–29,Male,Sedentary,34.3,61,4015,6.8,37.4
45–59,Female,Moderately Active,18.1,60,9153,5.0,46.6
45–59,Male,Lightly Active,24.2,76,3867,8.4,48.7
18–29,Male,Moderately Active,26.4,69,17517,8.2,53.9
18–29,Female,Very Active,24.0,56,12213,8.6,53.4
45–59,Male,Sedentary,27.9,52,3511,5.9,35.3
30–44,Male,Moderately Active,25.4,65,8169,5.6,53.3
45–59,Female,Sedentary,29.7,67,2661,6.9,31.7
18–29,Female,Sedentary,21.3,78,2440,4.8,31.6
45–59,Female,Lightly Active,25.0,61,5005,7.2,37.9
60+,Female,Lightly Active,27.4,62,7800,6.5,38.2
45–59,Female,Very Active,24.0,61,23949,7.1,42.7
18–29,Female,Moderately Active,24.3,65,10512,8.6,44.9
45–59,Male,Very Active,21.5,49,9784,7.0,57.4
30–44,Male,Sedentary,22.1,63,2163,8.0,40.8
18–29,Male,Moderately Active,26.9,66,8661,7.2,44.2
30–44,Male,Moderately Active,26.6,73,10722,6.3,46.7
60+,Male,Sedentary,34.1,85,2666,6.1,38.4
30–44,Female,Moderately Active,21.0,65,15154,7.2,44.4
60+,Female,Very Active,23.1,58,15660,8.1,53.3
30–44,Female,Very Active,21.1,62,18824,7.4,47.2
30–44,Male,Very Active,22.9,59,15401,7.0,60.2
18–29,Male,Sedentary,44.1,86,2967,4.8,37.4
45–59,Male,Very Active,25.0,49,14742,8.8,55.1
18–29,Male,Very Active,21.0,52,15981,6.0,56.4
30–44,Male,Moderately Active,23.7,69,9408,6.8,47.9
18–29,Female,Sedentary,27.1,62,3029,8.3,34.3
30–44,Male,Lightly Active,27.0,67,5666,7.8,42.2
30–44,Female,Sedentary,21.1,93,4814,6.8,34.9
18–29,Male,Sedentary,30.7,80,3314,5.5,40.3
30–44,Female,Very Active,17.7,60,18027,5.4,44.9
60+,Female,Very Active,18.8,59,15407,4.7,53.5
18–29,Female,Very Active,27.6,48,10836,7.5,51.5
30–44,Male,Lightly Active,25.1,76,4475,5.9,45.9
30–44,Female,Moderately Active,29.1,67,10116,5.0,40.8
30–44,Male,Lightly Active,23.3,73,6189,7.6,38.9
45–59,Female,Lightly Active,18.1,67,7086,6.6,39.4
18–29,Male,Lightly Active,22.3,67,6778,4.8,55.6
30–44,Female,Very Active,29.3,43,14353,6.0,39.6
45–59,Female,Moderately Active,20.0,62,16331,8.8,46.7
30–44,Female,Very Active,27.1,47,17216,6.3,45.6
60+,Female,Sedentary,30.8,85,2646,5.1,35.4
60+,Male,Lightly Active,27.0,65,5936,5.5,40.8
18–29,Female,Moderately Active,22.1,72,12086,5.6,45.5
30–44,Male,Moderately Active,21.6,75,10006,5.1,54.7
18–29,Male,Very Active,24.2,56,19335,4.9,57.2
18–29,Male,Sedentary,35.9,54,2931,7.0,41.9
30–44,Male,Sedentary,30.0,72,2691,5.0,41.0
30–44,Male,Very Active,24.6,48,10967,7.7,54.0
30–44,Female,Lightly Active,24.8,64,8058,8.5,37.5
18–29,Male,Lightly Active,35.2,71,4870,5.3,47.1
18–29,Female,Very Active,23.4,55,18626,4.6,55.2
60+,Male,Moderately Active,31.0,65,9185,8.5,47.7
60+,Female,Moderately Active,21.4,59,12392,5.5,44.9
18–29,Male,Sedentary,28.8,59,4026,7.5,38.6
45–59,Male,Moderately Active,27.9,66,8842,6.0,52.5
30–44,Female,Lightly Active,27.1,71,5239,7.1,40.9
45–59,Female,Moderately Active,26.2,56,15380,6.0,42.5
30–44,Female,Moderately Active,21.4,62,11509,5.4,44.7
60+,Male,Sedentary,26.9,88,3578,3.9,34.1
18–29,Female,Lightly Active,23.0,65,4471,4.8,40.3
30–44,Female,Lightly Active,26.2,67,4972,7.2,39.5
60+,Female,Lightly Active,25.7,69,6817,6.8,42.2
18–29,Male,Sedentary,26.2,85,2696,6.0,32.7
18–29,Male,Very Active,24.3,50,12483,6.2,56.6
45–59,Male,Lightly Active,22.2,75,6918,4.9,40.2
45–59,Female,Lightly Active,17.9,80,3937,7.3,33.3
45–59,Male,Moderately Active,22.7,66,11167,5.6,42.0
45–59,Male,Moderately Active,31.4,61,8518,7.6,51.0
45–59,Female,Lightly Active,28.5,77,7562,8.8,35.6
18–29,Female,Sedentary,24.6,61,3080,5.1,33.4
45–59,Female,Sedentary,31.3,62,3422,7.6,33.5
45–59,Female,Sedentary,28.3,66,4071,5.4,34.7
60+,Male,Sedentary,31.0,74,2465,6.3,42.5
18–29,Female,Moderately Active,27.3,67,8346,5.8,48.2
18–29,Male,Lightly Active,27.3,81,8302,8.0,44.8
45–59,Male,Sedentary,29.6,66,4354,5.0,38.6
18–29,Male,Moderately Active,29.3,65,13319,7.8,45.4
18–29,Male,Sedentary,31.8,77,1135,7.8,42.0
45–59,Female,Very Active,23.3,59,18107,8.4,46.8
30–44,Female,Moderately Active,24.6,68,8444,7.8,43.7
30–44,Male,Moderately Active,22.7,60,12470,6.4,58.0
18–29,Male,Lightly Active,21.5,74,6120,7.4,38.9
18–29,Male,Lightly Active,29.2,80,5995,6.2,40.5
45–59,Male,Lightly Active,31.6,76,5910,6.4,45.4
30–44,Female,Very Active,23.8,48,13900,8.7,45.5
18–29,Female,Sedentary,31.9,73,1976,6.3,37.8
30–44,Male,Lightly Active,23.0,73,5926,5.4,41.0
18–29,Male,Moderately Active,22.6,61,10788,8.8,49.7
18–29,Female,Lightly Active,21.4,74,8742,6.8,39.7
18–29,Female,Moderately Active,23.7,62,11626,4.4,37.6
30–44,Female,Very Active,25.2,51,14986,8.2,50.2
18–29,Male,Lightly Active,23.7,74,5954,9.2,50.4
30–44,Female,Sedentary,28.6,88,611,4.5,35.0
30–44,Male,Very Active,24.5,53,14628,8.3,55.4
30–44,Female,Sedentary,35.3,87,3107,7.6,35.7
18–29,Male,Moderately Active,19.2,72,9154,8.5,40.8
18–29,Female,Sedentary,26.5,85,2578,6.9,30.7
18–29,Male,Sedentary,25.2,96,1014,7.6,33.9
30–44,Female,Lightly Active,23.0,69,4414,3.7,38.9
45–59,Male,Very Active,21.9,55,12149,6.5,57.3
18–29,Female,Sedentary,18.9,93,2421,8.3,29.3
45–59,Male,Lightly Active,25.0,69,1939,6.5,49.1
45–59,Female,Lightly Active,26.6,80,6215,5.4,30.0
18–29,Male,Sedentary,23.6,81,2927,7.0,46.5
18–29,Female,Sedentary,26.5,75,3328,7.8,37.0
18–29,Female,Very Active,22.8,54,14495,6.6,50.4
18–29,Male,Moderately Active,24.9,64,12314,9.3,47.8
30–44,Male,Lightly Active,20.0,70,9176,7.0,43.9
18–29,Male,Sedentary,32.6,84,1873,5.4,41.2
45–59,Male,Sedentary,32.8,80,2001,8.6,37.3
30–44,Female,Lightly Active,23.5,63,7002,8.0,37.3
45–59,Male,Lightly Active,33.2,77,7379,4.8,46.2
45–59,Male,Very Active,23.9,60,11734,8.1,59.2
30–44,Male,Sedentary,30.6,79,4349,5.5,45.3
60+,Male,Lightly Active,29.2,68,5086,4.8,50.8
60+,Male,Moderately Active,21.2,64,9960,5.1,49.6
30–44,Female,Lightly Active,25.1,72,7501,6.4,31.6
18–29,Male,Moderately Active,26.5,67,13657,7.1,49.8
30–44,Female,Moderately Active,21.9,67,8309,7.2,48.2
18–29,Female,Sedentary,27.2,65,3592,9.0,32.5
30–44,Male,Very Active,24.2,57,15615,5.4,63.3
30–44,Female,Lightly Active,27.7,67,4298,3.9,33.0
30–44,Female,Sedentary,29.1,82,2509,6.4,34.6
45–59,Female,Moderately Active,24.7,66,7849,8.3,44.6
18–29,Male,Moderately Active,23.9,59,12000,6.4,56.8
30–44,Female,Sedentary,33.4,63,1860,7.2,33.2
30–44,Male,Lightly Active,34.9,77,7153,5.4,46.7
45–59,Female,Very Active,23.5,55,15943,8.8,52.7
45–59,Male,Moderately Active,28.6,55,11228,7.4,45.7
18–29,Male,Lightly Active,24.8,74,6491,8.5,42.6
45–59,Female,Lightly Active,23.8,62,5175,7.4,39.3
18–29,Male,Moderately Active,22.0,61,11327,7.9,50.7
45–59,Male,Moderately Active,21.6,58,10770,6.9,48.8
30–44,Female,Sedentary,27.5,57,2582,7.3,34.6
30–44,Male,Lightly Active,30.0,78,10334,6.8,45.6
45–59,Male,Lightly Active,30.5,65,4717,7.5,48.8
60+,Male,Moderately Active,22.9,55,11600,6.6,47.8
45–59,Female,Moderately Active,23.5,63,11792,9.7,44.2
30–44,Female,Moderately Active,24.5,58,9854,7.4,41.4
45–59,Female,Moderately Active,25.2,72,11035,8.1,40.9
30–44,Female,Lightly Active,28.8,68,7162,8.2,43.1
45–59,Female,Very Active,21.8,60,15726,7.5,53.8
45–59,Female,Very Active,22.3,54,14029,8.2,50.4
18–29,Female,Very Active,26.1,56,15704,7.3,47.8
18–29,Female,Very Active,22.1,53,13864,8.0,55.2
18–29,Female,Very Active,21.4,65,20785,4.7,57.3
